treat_cond,prop_teammates_other_caste,prop_opponents_other_caste,baseline_prop_other_caste_nbrs,baseline_bowl_test_speed,n_other_caste_friends,n_other_caste_future_friends,bins_teammates_other_caste,bins_opponents_other_caste,bin_midpoint_opponents
team_hom,0,0.7749999761581421,0.5588235855102539,74,0,2,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.5588235855102539,68,5,12,NA,NA,NA
team_mix,0.5,0.574999988079071,0.3731343448162079,68,0,1,25-50%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.800000011920929,0.5588235855102539,90,5,6,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.75,0.7250000238418579,0.5142857432365417,72,5,9,50-75%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.5,100,3,3,NA,NA,NA
control,NA,NA,0.5588235855102539,81,5,10,NA,NA,NA
team_hom,0,0.75,0.523809552192688,97,1,3,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.3461538553237915,91,3,13,NA,NA,NA
team_mix,0.75,0.5,0.3461538553237915,73,0,0,50-75%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.6000000238418579,0.35820895433425903,105,1,3,25-50%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.7250000238418579,0.575757622718811,96,10,20,NA,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.800000011920929,0.3461538553237915,61,7,22,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.6000000238418579,0.575757622718811,105,3,9,25-50%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.75,0.5142857432365417,86,4,8,25-50%,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.5,0.35820895433425903,88,0,0,NA,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.800000011920929,0.3461538553237915,46,0,4,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.35820895433425903,77,0,1,NA,NA,NA
control,NA,NA,0.3461538553237915,88,1,3,NA,NA,NA
control,NA,NA,0.3461538553237915,76,0,3,NA,NA,NA
team_mix,0.75,0.8500000238418579,0.575757622718811,68,1,3,50-75%,"(0.8,0.975]",0.8523437511175871
team_mix,0.5,0.4749999940395355,0.35820895433425903,85,4,9,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.575757622718811,86,2,2,NA,NA,NA
team_mix,0.5,0.5249999761581421,0.35820895433425903,92,0,4,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.35820895433425903,89,1,1,NA,NA,NA
team_mix,1,0.6000000238418579,0.5142857432365417,88,3,12,75-100%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.7250000238418579,0.515625,77,0,4,25-50%,"(0.7,0.725]",0.7250000238418579
team_mix,0.5,0.800000011920929,0.3461538553237915,96,0,8,25-50%,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.800000011920929,0.3461538553237915,85,0,1,25-50%,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.35820895433425903,97,0,0,NA,NA,NA
team_mix,1,0.574999988079071,0.3461538553237915,101,2,12,75-100%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.523809552192688,89,3,10,NA,NA,NA
control,NA,NA,0.35820895433425903,89,1,3,NA,NA,NA
control,NA,NA,0.35820895433425903,87,4,7,NA,NA,NA
control,NA,NA,0.35820895433425903,98,0,0,NA,NA,NA
team_mix,0.5,0.574999988079071,0.35820895433425903,83,3,5,25-50%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.800000011920929,0.5142857432365417,81,NA,NA,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.25,0.699999988079071,0.3461538553237915,74,3,5,0-25%,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.574999988079071,0.35820895433425903,82,0,5,25-50%,"(0.525,0.575]",0.5640410944207074
team_mix,0.75,0.675000011920929,0.5142857432365417,85,3,8,50-75%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.523809552192688,97,4,10,NA,NA,NA
team_hom,0,0.800000011920929,0.9074074029922485,89,11,19,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.35820895433425903,94,0,0,NA,NA,NA
team_mix,0.75,0.625,0.5714285373687744,86,3,3,50-75%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.7250000238418579,0.4642857313156128,105,4,14,NA,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.5,0.35820895433425903,72,2,2,NA,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.699999988079071,0.5714285373687744,84,0,0,NA,"(0.675,0.7]",0.699999988079071
team_hom,0,0.699999988079071,0.5714285373687744,67,0,8,NA,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.07692307978868484,89,1,3,NA,NA,NA
team_mix,0.75,0.7250000238418579,0.3461538553237915,104,1,1,50-75%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.800000011920929,0.3461538553237915,108,2,6,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.07692307978868484,96,6,10,NA,NA,NA
control,NA,NA,0.5714285373687744,73,2,3,NA,NA,NA
control,NA,NA,0.35820895433425903,78,0,0,NA,NA,NA
team_hom,0,0.699999988079071,0.5714285373687744,98,1,1,NA,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.5714285373687744,82,0,4,NA,NA,NA
team_mix,0.75,0.550000011920929,0.07692307978868484,85,6,23,50-75%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.07692307978868484,95,12,31,NA,NA,NA
control,NA,NA,0.3461538553237915,87,7,16,NA,NA,NA
team_mix,1,0.6499999761581421,0.6571428775787354,75,NA,NA,75-100%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.675000011920929,0.3461538553237915,97,2,2,50-75%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.07692307978868484,76,1,3,NA,NA,NA
control,NA,NA,0.1428571492433548,82,21,42,NA,NA,NA
team_mix,0.5,0.5,0.4642857313156128,84,4,11,25-50%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.574999988079071,0.4642857313156128,79,11,19,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.35820895433425903,77,1,4,NA,NA,NA
team_mix,0.25,0.5249999761581421,0.35820895433425903,94,0,1,0-25%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.35820895433425903,80,0,0,NA,NA,NA
control,NA,NA,0.550000011920929,87,5,15,NA,NA,NA
team_mix,0.25,0.5249999761581421,0.35820895433425903,100,1,1,0-25%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.07692307978868484,84,1,1,NA,NA,NA
control,NA,NA,0.07692307978868484,91,7,8,NA,NA,NA
control,NA,NA,0.35820895433425903,106,0,1,NA,NA,NA
team_mix,0.5,0.3499999940395355,0.550000011920929,94,6,7,25-50%,NA,NA
team_hom,0,0.7749999761581421,0.4642857313156128,96,12,20,NA,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.75,0.5,99,2,9,NA,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.5,0.35820895433425903,93,2,3,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.35820895433425903,88,1,3,NA,NA,NA
team_mix,0.5,0.550000011920929,0.4000000059604645,82,5,14,25-50%,"(0.525,0.575]",0.5640410944207074
team_mix,0.75,0.699999988079071,0.4642857313156128,97,4,7,50-75%,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.7749999761581421,0.7142857313156128,99,1,3,50-75%,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.699999988079071,0.78125,79,5,12,NA,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.675000011920929,0.78125,91,3,9,25-50%,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.7250000238418579,0.20930233597755432,85,0,2,25-50%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.550000011920929,0.13793103396892548,97,1,28,50-75%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.20930233597755432,87,1,2,NA,NA,NA
team_mix,0.25,0.875,0.9701492786407471,84,4,7,0-25%,"(0.8,0.975]",0.8523437511175871
team_mix,1,0.574999988079071,0.9701492786407471,80,8,19,75-100%,"(0.525,0.575]",0.5640410944207074
team_mix,0.75,0.675000011920929,0.7142857313156128,87,3,4,50-75%,"(0.65,0.675]",0.675000011920929
team_mix,0.75,0.75,0.78125,73,10,15,50-75%,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.675000011920929,0.78125,75,6,27,25-50%,"(0.65,0.675]",0.675000011920929
team_mix,0.75,0.7250000238418579,0.7272727489471436,93,10,10,50-75%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.6499999761581421,0.52173912525177,71,NA,NA,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.800000011920929,0.641791045665741,114,0,8,50-75%,"(0.775,0.8]",0.800000011920929
team_hom,0,0.699999988079071,0.5,77,4,6,NA,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.675000011920929,0.52173912525177,85,NA,NA,50-75%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.6499999761581421,0.20930233597755432,93,4,5,NA,"(0.625,0.65]",0.6499999761581421
team_mix,0.5,0.7749999761581421,0.7272727489471436,105,3,3,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.29629629850387573,105,3,4,NA,NA,NA
control,NA,NA,0.7142857313156128,87,2,2,NA,NA,NA
control,NA,NA,0.7142857313156128,96,3,9,NA,NA,NA
team_mix,1,0.550000011920929,0.7142857313156128,100,1,1,75-100%,"(0.525,0.575]",0.5640410944207074
team_mix,0.75,0.8500000238418579,0.52173912525177,86,NA,NA,50-75%,"(0.8,0.975]",0.8523437511175871
team_hom,0,0.6499999761581421,0.7272727489471436,95,3,7,NA,"(0.625,0.65]",0.6499999761581421
team_hom,0,0.5249999761581421,0.515625,95,4,6,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.625,0.515625,102,1,1,25-50%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.07692307978868484,93,3,8,NA,NA,NA
team_mix,0.5,0.3499999940395355,0.515625,102,0,2,25-50%,NA,NA
team_hom,0,0.5249999761581421,0.515625,82,NA,NA,NA,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.7250000238418579,0.07692307978868484,98,2,8,NA,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.515625,82,0,4,NA,NA,NA
team_mix,0.5,0.75,0.515625,85,0,1,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.9523809552192688,87,5,5,NA,NA,NA
control,NA,NA,0.3461538553237915,93,2,3,NA,NA,NA
team_mix,0.5,0.800000011920929,0.07692307978868484,84,5,16,25-50%,"(0.775,0.8]",0.800000011920929
team_mix,0.75,0.824999988079071,0.8999999761581421,95,6,7,50-75%,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.07692307978868484,81,0,7,NA,NA,NA
control,NA,NA,0.3461538553237915,106,3,4,NA,NA,NA
control,NA,NA,0.3461538553237915,70,3,5,NA,NA,NA
control,NA,NA,0.23529411852359772,80,0,1,NA,NA,NA
control,NA,NA,0.5,88,0,1,NA,NA,NA
team_mix,1,0.6499999761581421,0.23529411852359772,93,3,3,75-100%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.6499999761581421,0.7272727489471436,108,1,5,50-75%,"(0.625,0.65]",0.6499999761581421
team_hom,0,0.8500000238418579,0.78125,92,0,2,NA,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.78125,89,3,5,NA,NA,NA
control,NA,NA,0.7272727489471436,96,4,11,NA,NA,NA
team_hom,0,0.75,0.23529411852359772,84,0,0,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.7142857313156128,81,18,26,NA,NA,NA
control,NA,NA,0.23529411852359772,81,1,1,NA,NA,NA
control,NA,NA,0.23529411852359772,87,4,7,NA,NA,NA
team_mix,1,0.800000011920929,0.23529411852359772,78,7,12,75-100%,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.824999988079071,0.78125,83,3,5,25-50%,"(0.8,0.975]",0.8523437511175871
team_mix,0.75,0.6000000238418579,0.7142857313156128,91,4,5,50-75%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.23529411852359772,93,1,1,NA,NA,NA
team_mix,0.5,0.7749999761581421,0.7272727489471436,82,1,4,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.8333333134651184,107,0,4,NA,NA,NA
team_hom,0,0.4749999940395355,0.7142857313156128,85,0,3,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.29629629850387573,81,1,1,NA,NA,NA
team_hom,0,0.625,0.7333333492279053,97,4,6,NA,"(0.575,0.625]",0.615526324824283
team_hom,0,0.550000011920929,0.5,91,0,7,NA,"(0.525,0.575]",0.5640410944207074
team_mix,0.5,0.6499999761581421,0.13793103396892548,95,1,13,25-50%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.7250000238418579,0.13793103396892548,78,2,9,50-75%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.5,100,1,4,NA,NA,NA
control,NA,NA,0.575757622718811,77,3,6,NA,NA,NA
control,NA,NA,0.5,94,4,16,NA,NA,NA
control,NA,NA,0.9411764740943909,103,3,3,NA,NA,NA
control,NA,NA,0.5,95,7,9,NA,NA,NA
team_mix,0.75,0.5,0,94,2,7,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.5,97,2,4,NA,NA,NA
team_hom,0,0.7749999761581421,0.930232584476471,98,4,12,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.5,0,73,1,2,50-75%,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.675000011920929,0.550000011920929,78,0,0,50-75%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.75,0.523809552192688,107,23,25,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.6000000238418579,0,68,0,0,25-50%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.5249999761581421,0.515625,79,6,9,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.574999988079071,0,84,3,4,50-75%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.5909090638160706,95,6,7,NA,NA,NA
team_hom,0,0.7749999761581421,0.575757622718811,72,4,7,NA,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.7749999761581421,0.930232584476471,95,8,16,75-100%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.07692307978868484,88,4,4,NA,NA,NA
team_hom,0,0.675000011920929,0.515625,100,0,2,NA,"(0.65,0.675]",0.675000011920929
team_hom,0,0.550000011920929,0.550000011920929,85,0,6,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0,79,0,2,NA,NA,NA
team_hom,0,0.574999988079071,0.5909090638160706,103,3,9,NA,"(0.525,0.575]",0.5640410944207074
team_mix,0.5,0.550000011920929,0,104,1,5,25-50%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0,87,0,2,NA,NA,NA
team_hom,0,0.574999988079071,0.5909090638160706,76,17,27,NA,"(0.525,0.575]",0.5640410944207074
team_mix,0.5,0.75,0.07692307978868484,95,2,4,25-50%,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.7749999761581421,0.5142857432365417,93,2,8,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.25,0.6499999761581421,0.07692307978868484,98,2,8,0-25%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.574999988079071,0,67,2,3,50-75%,"(0.525,0.575]",0.5640410944207074
team_mix,0.75,0.44999998807907104,0,94,0,4,50-75%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.75,0.5,100,0,10,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.699999988079071,0.8620689511299133,100,3,13,25-50%,"(0.675,0.7]",0.699999988079071
team_mix,0.25,0.5249999761581421,0,89,0,2,0-25%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0,84,1,2,NA,NA,NA
team_hom,0,0.625,0.3731343448162079,82,1,6,NA,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.7777777910232544,82,2,7,NA,NA,NA
team_hom,0,0.75,0.9000000357627869,95,5,5,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.5,102,1,2,NA,NA,NA
team_mix,0.75,0.6499999761581421,0.515625,86,11,19,50-75%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.5909090638160706,79,8,10,NA,NA,NA
control,NA,NA,0.5909090638160706,86,6,7,NA,NA,NA
team_mix,1,0.800000011920929,0.523809552192688,86,3,11,75-100%,"(0.775,0.8]",0.800000011920929
team_mix,0.75,0.699999988079071,0.5909090638160706,76,3,8,50-75%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.5142857432365417,84,0,0,NA,NA,NA
team_mix,0.5,0.675000011920929,0,86,0,1,25-50%,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.800000011920929,0.5909090638160706,100,8,12,25-50%,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.699999988079071,0.5,92,1,4,25-50%,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.7250000238418579,0.5142857432365417,82,0,0,50-75%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.9545454978942871,79,6,16,NA,NA,NA
team_mix,1,0.6499999761581421,0.5909090638160706,95,NA,NA,75-100%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.515625,90,1,2,NA,NA,NA
team_mix,0.25,0.6499999761581421,0.07692307978868484,98,7,13,0-25%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.5142857432365417,78,0,2,NA,NA,NA
team_mix,1,0.699999988079071,0.5142857432365417,93,7,7,75-100%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.9047619104385376,99,3,5,NA,NA,NA
team_mix,0.5,0.7250000238418579,0,84,0,0,25-50%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.75,0.523809552192688,86,2,2,NA,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.75,0.8620689511299133,100,4,4,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0,85,NA,NA,NA,NA,NA
team_hom,0,0.800000011920929,0.3333333432674408,92,3,18,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.523809552192688,82,3,3,NA,NA,NA
team_mix,1,0.800000011920929,0.3333333432674408,107,0,1,75-100%,"(0.775,0.8]",0.800000011920929
team_hom,0,0.5,0,81,0,0,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.699999988079071,0.523809552192688,85,0,0,25-50%,"(0.675,0.7]",0.699999988079071
team_mix,1,0.574999988079071,0,97,4,4,75-100%,"(0.525,0.575]",0.5640410944207074
team_mix,1,0.6499999761581421,0.3333333432674408,66,1,3,75-100%,"(0.625,0.65]",0.6499999761581421
team_hom,0,0.5,0,93,1,4,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0,87,NA,NA,NA,NA,NA
team_mix,0.5,0.75,0.5142857432365417,89,0,0,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.699999988079071,0.9629629850387573,89,5,41,75-100%,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.550000011920929,0,90,0,0,25-50%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.5249999761581421,0,91,2,7,NA,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.574999988079071,0.575757622718811,74,3,6,NA,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.7749999761581421,0.5142857432365417,91,NA,NA,NA,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.8500000238418579,0.5,104,3,8,75-100%,"(0.8,0.975]",0.8523437511175871
team_mix,0.75,0.75,0.5,85,1,5,50-75%,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.625,0.3731343448162079,95,0,0,NA,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.824999988079071,0.5,105,2,6,50-75%,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0,100,NA,NA,NA,NA,NA
control,NA,NA,0.575757622718811,98,12,19,NA,NA,NA
control,NA,NA,0.5,86,2,4,NA,NA,NA
team_mix,0.5,0.6000000238418579,0.6571428775787354,77,4,17,25-50%,"(0.575,0.625]",0.615526324824283
team_mix,1,0.875,0.5,87,1,2,75-100%,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.523809552192688,107,0,0,NA,NA,NA
control,NA,NA,0.5,99,1,1,NA,NA,NA
team_mix,0.75,0.75,0.5,103,1,2,50-75%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0,83,0,0,NA,NA,NA
control,NA,NA,0,83,0,0,NA,NA,NA
team_mix,0.75,0.550000011920929,0.8461538553237915,88,5,14,50-75%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.8461538553237915,91,9,22,NA,NA,NA
team_mix,0.75,0.6499999761581421,0.550000011920929,81,7,17,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,0.5,0.625,0.515625,97,2,4,25-50%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0,93,0,0,NA,NA,NA
team_mix,0.5,0.75,0.515625,88,9,16,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.7250000238418579,0.3333333432674408,86,4,8,50-75%,"(0.7,0.725]",0.7250000238418579
team_mix,0.5,0.4749999940395355,0,98,0,3,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.5142857432365417,91,2,5,NA,NA,NA
team_mix,0.5,0.3499999940395355,0.515625,106,13,25,25-50%,NA,NA
control,NA,NA,0.5,95,NA,NA,NA,NA,NA
control,NA,NA,0,78,1,1,NA,NA,NA
team_mix,0.75,0.4000000059604645,0,99,2,5,50-75%,"(0.35,0.525]",0.49381187086058137
team_mix,1,0.800000011920929,0.5142857432365417,96,0,2,75-100%,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.625,0.515625,98,2,6,25-50%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0,88,0,0,NA,NA,NA
control,NA,NA,0.5,100,2,5,NA,NA,NA
control,NA,NA,0.5142857432365417,95,0,0,NA,NA,NA
control,NA,NA,0,109,0,1,NA,NA,NA
team_hom,0,0.550000011920929,0.515625,88,1,2,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.8620689511299133,93,5,6,NA,NA,NA
team_mix,0.75,0.44999998807907104,0,94,0,6,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0,92,0,0,NA,NA,NA
control,NA,NA,0.5142857432365417,98,5,19,NA,NA,NA
control,NA,NA,0.515625,86,0,1,NA,NA,NA
team_hom,0,0.5249999761581421,0.14814814925193787,70,1,3,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.523809552192688,85,2,5,NA,NA,NA
team_hom,0,0.824999988079071,0.8500000238418579,85,1,2,NA,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.761904776096344,86,1,4,NA,NA,NA
control,NA,NA,0.5714285373687744,65,3,4,NA,NA,NA
team_mix,0.5,0.7250000238418579,0.515625,86,6,18,25-50%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.5,89,1,1,NA,NA,NA
team_mix,1,0.6499999761581421,0.4642857313156128,86,7,14,75-100%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.675000011920929,0.515625,81,5,8,50-75%,"(0.65,0.675]",0.675000011920929
